Accession,UniProtKB,EC_Number,COG,Chromosome,Source,Start,Stop,DNA_Length,Protein_Length,GenBank_Name,UniProt_GO,KEGG_Enzymes,KEGG_Pathways
EIC30518.1,H8GL37,1.13.11.81; 2.7.4.31; 4.1.2.25; 5.1.99.8,S,NZ_CM001475.1,chromosome,3192603,3193160,557,185,hypothetical protein Metal_2827,NA,"ko:K01633,ko:K07144","ko00680,ko00790,ko01100,map00680,map00790,map01100"
EIC31362.1,H8GHP4,1.14.99.50; 2.7.11.1,S,NZ_CM001475.1,chromosome,4134955,4136226,1271,423,TIGR03440 family protein,GO:0052699,"ko:K12132,ko:K18912","ko00340,map00340"
EIC30062.1,H8GGU9,1.16.3.1,S,NZ_CM001475.1,chromosome,2648425,2649120,695,231,hypothetical protein Metal_2326,GO:0016021,ko:K03594,"ko00860,map00860"
EIC29784.1,H8GQF7,1.2.1.70,S,NZ_CM001475.1,chromosome,2281303,2282109,806,268,putative metal-dependent hydrolase,GO:0004061; GO:0019441,ko:K02492,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120"
EIC29783.1,H8GQF6,1.3.5.1; 1.3.5.4,S,NZ_CM001475.1,chromosome,2280659,2280904,245,81,hypothetical protein Metal_2022,NA,"ko:K00240,ko:K09159","ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200"
EIC31547.1,H8GJ40,1.5.1.38,S,NZ_CM001475.1,chromosome,4355088,4355654,566,188,"FMN reductase, MsuE subfamily",GO:0016491,ko:K00299,"ko00740,ko00920,ko01100,map00740,map00920,map01100"
EIC28564.1,H8GQA5,1.6.3.4,S,NZ_CM001475.1,chromosome,835072,835260,188,62,hypothetical protein Metal_0730,NA,"ko:K07397,ko:K22405",NA
EIC29485.1,H8GMT3,1.6.5.2,S,NZ_CM001475.1,chromosome,1931703,1932302,599,199,"NAD(P)H:quinone oxidoreductase, type IV",GO:0003955; GO:0009055; GO:0010181,ko:K03809,"ko00130,ko01110,map00130,map01110"
EIC30846.1,H8GNU0,1.7.1.13,S,NZ_CM001475.1,chromosome,3564418,3564807,389,129,7-cyano-7-deazaguanine reductase,GO:0005737; GO:0008616; GO:0033739; GO:0046857,ko:K09457,"ko00790,ko01100,map00790,map01100"
EIC30391.1,H8GJN1,1.8.4.10; 1.8.4.8,S,NZ_CM001475.1,chromosome,3026417,3026869,452,150,hypothetical protein Metal_2684,NA,ko:K00390,"ko00920,ko01100,ko01120,map00920,map01100,map01120"
EIC29416.1,H8GM55,1.8.5.4,S,NZ_CM001475.1,chromosome,1843955,1845205,1250,416,NAD(FAD)-dependent dehydrogenase,GO:0016491,ko:K17218,"ko00920,map00920"
EIC28862.1,H8GH71,2.1.1.104,S,NZ_CM001475.1,chromosome,1166739,1167428,689,229,putative O-methyltransferase,GO:0008171; GO:0032259,ko:K00588,"ko00360,ko00940,ko00941,ko00945,ko01100,ko01110,map00360,map00940,map00941,map00945,map01100,map01110"
EIC29863.1,H8GR36,2.1.1.197,S,NZ_CM001475.1,chromosome,2369184,2370752,1568,522,hypothetical protein Metal_2108,NA,ko:K02169,"ko00780,ko01100,map00780,map01100"
EIC29969.1,H8GG45,2.1.1.223,S,NZ_CM001475.1,chromosome,2505615,2506268,653,217,Protein of unknown function (DUF938),NA,ko:K15460,NA
EIC31451.1,H8GID9,2.1.1.45; 3.4.13.9,S,NZ_CM001475.1,chromosome,4233873,4234448,575,191,"uncharacterized protein, YigZ family",NA,"ko:K00560,ko:K01271","ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523"
EIC28859.1,H8GH68,2.1.1.72,S,NZ_CM001475.1,chromosome,1161654,1162856,1202,400,putative ATPase,GO:0005524,ko:K03427,NA
EIC29412.1,H8GM51,2.1.1.72; 3.1.21.3,S,NZ_CM001475.1,chromosome,1840297,1840788,491,163,"putative phosphatase, C-terminal domain of histone macro H2A1 like protein",NA,"ko:K01154,ko:K03427,ko:K09388",NA
EIC29878.1,H8GR51,2.3.1.82,S,NZ_CM001475.1,chromosome,2386118,2387701,1583,527,hypothetical protein Metal_2124,NA,"ko:K00663,ko:K07028",NA
EIC28233.1,H8GMJ3,2.4.1.83,S,NZ_CM001475.1,chromosome,409057,409788,731,243,glycosyl transferase,GO:0016740,ko:K00721,"ko00510,ko01100,map00510,map01100"
EIC28989.1,H8GI05,2.4.2.1; 2.4.2.2; 2.4.2.15; 2.4.2.4; 2.4.2.3,S,NZ_CM001475.1,chromosome,1320446,1320760,314,104,hypothetical protein Metal_1178,GO:0004731; GO:0004850; GO:0009032; GO:0016154; GO:0047975,ko:K09913,"ko00230,ko00240,map00230,map00240"
EIC31174.1,H8GG94,2.4.2.54,S,NZ_CM001475.1,chromosome,3925738,3926700,962,320,beta-RFAP synthase,GO:0005524,ko:K06984,"ko00790,map00790"
EIC30442.1,H8GKF1,2.4.99.18,S,NZ_CM001475.1,chromosome,3094018,3095025,1007,335,hypothetical protein Metal_2744,NA,ko:K07151,"ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141"
EIC31117.1,H8GRD8,2.7.1.121,S,NZ_CM001475.1,chromosome,3863281,3863925,644,214,"dihydroxyacetone kinase, phosphoprotein-dependent, L subunit",GO:0004371; GO:0006071,ko:K05879,"ko00561,ko01100,map00561,map01100"
EIC28800.1,H8GGK4,2.7.1.130,S,NZ_CM001475.1,chromosome,1098446,1098640,194,64,hypothetical protein Metal_0981,NA,"ko:K00912,ko:K09791","ko00540,ko01100,map00540,map01100"
EIC28043.1,H8GKN5,2.7.1.162; 2.7.1.39,S,NZ_CM001475.1,chromosome,175869,176969,1100,366,putative homoserine kinase type II (protein kinase fold),GO:0016301,"ko:K02204,ko:K13059","ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230"
EIC28375.1,H8GNE6,2.7.1.165,S,NZ_CM001475.1,chromosome,607008,607808,800,266,hypothetical protein Metal_0525,NA,ko:K11529,"ko00030,ko00260,ko00561,ko00630,ko00680,ko01100,ko01120,ko01130,ko01200,map00030,map00260,map00561,map00630,map00680,map01100,map01120,map01130,map01200"
EIC30725.1,H8GN11,2.7.1.180,S,NZ_CM001475.1,chromosome,3412266,3412457,191,63,hypothetical protein Metal_3045,GO:0016021,"ko:K03734,ko:K05952",NA
EIC30345.1,H8GJI5,2.7.1.221,S,NZ_CM001475.1,chromosome,2966414,2967406,992,330,aminoglycoside phosphotransferase,GO:0016740,ko:K07102,"ko00520,ko01100,map00520,map01100"
EIC30221.1,H8GI77,2.7.1.24,S,NZ_CM001475.1,chromosome,2845360,2845563,203,67,hypothetical protein Metal_2502,GO:0006355; GO:0008270; GO:0008657,"ko:K00859,ko:K09862","ko00770,ko01100,map00770,map01100"
EIC29921.1,H8GR94,2.7.4.1,S,NZ_CM001475.1,chromosome,2450661,2451446,785,261,"polyphosphate kinase 2, PA0141 family",GO:0008976,ko:K22468,"ko00190,ko03018,map00190,map03018"
EIC29648.1,H8GP62,2.7.7.3,S,NZ_CM001475.1,chromosome,2117162,2117794,632,210,hypothetical protein Metal_1882,NA,ko:K00954,"ko00770,ko01100,map00770,map01100"
EIC30128.1,H8GHH6,2.7.7.41,S,NZ_CM001475.1,chromosome,2718670,2719539,869,289,CDP-diglyceride synthetase,GO:0004605; GO:0016021; GO:0016024,ko:K00981,"ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070"
EIC31571.1,H8GJP2,2.7.7.72,S,NZ_CM001475.1,chromosome,4379824,4380255,431,143,hypothetical protein Metal_3935,NA,ko:K00974,"ko03013,map03013"
EIC31344.1,H8GHM6,2.7.7.n1,S,NZ_CM001475.1,chromosome,4117658,4119271,1613,537,hypothetical protein Metal_3699,GO:0000287; GO:0005524; GO:0016779,NA,NA
EIC30176.1,H8GI32,2.7.8.42; 2.7.8.43,S,NZ_CM001475.1,chromosome,2791877,2793493,1616,538,"putative membrane-associated, metal-dependent hydrolase",GO:0008484; GO:0016021; GO:0016772,"ko:K03760,ko:K06349,ko:K11537,ko:K12975,ko:K19353","ko00540,ko01503,map00540,map01503"
EIC27855.1,H8GRL3,3.1.-.-,S,NZ_CM001476.1,plasmid,27624,28022,398,132,putative nucleic acid-binding protein (plasmid),GO:0000287; GO:0004540; GO:0090729,ko:K18828,NA
EIC28709.1,H8GFV8,3.1.-.-,S,NZ_CM001475.1,chromosome,1006268,1006546,278,92,putative virulence-associated protein D,GO:0004518; GO:0009405,NA,NA
EIC28714.1,H8GFW3,3.1.-.-,S,NZ_CM001475.1,chromosome,1010580,1010857,277,92,LOW QUALITY PROTEIN: putative virulence-associated protein D,GO:0004518; GO:0009405,NA,NA
EIC30861.1,H8GPB5,3.1.-.-,S,NZ_CM001475.1,chromosome,3585975,3586382,407,135,putative nucleic acid-binding protein,GO:0000287; GO:0004540; GO:0090729,ko:K18828,NA
EIC30638.1,H8GMB4,3.1.1.85,S,NZ_CM001475.1,chromosome,3328405,3329196,791,263,putative pimeloyl-BioC--CoA transferase BioH,GO:0005737; GO:0009102; GO:0016740; GO:0052689,"ko:K02169,ko:K02170","ko00780,ko01100,map00780,map01100"
EIC30880.1,H8GPD4,3.1.2.12,S,NZ_CM001475.1,chromosome,3612602,3613453,851,283,S-formylglutathione hydrolase,GO:0018738; GO:0046294; GO:0052689,"ko:K01070,ko:K09795","ko00680,ko01120,ko01200,map00680,map01120,map01200"
EIC30506.1,H8GL25,3.1.2.23,S,NZ_CM001475.1,chromosome,3180609,3181028,419,139,tol-pal system-associated acyl-CoA thioesterase,GO:0016790,"ko:K01075,ko:K07107","ko00130,ko00362,ko01100,ko01110,ko01120,map00130,map00362,map01100,map01110,map01120"
EIC30553.1,H8GLM6,3.1.2.6,S,NZ_CM001475.1,chromosome,3238038,3238802,764,254,hydroxyacylglutathione hydrolase,GO:0004416; GO:0008270; GO:0008800; GO:0017001; GO:0019243,ko:K01069,"ko00620,map00620"
EIC31273.1,H8GGZ8,3.1.2.6,S,NZ_CM001475.1,chromosome,4029311,4030726,1415,471,hypothetical protein Metal_3626,NA,ko:K01069,"ko00620,map00620"
EIC29995.1,H8GG71,3.1.3.12,S,NZ_CM001475.1,chromosome,2546639,2547397,758,252,putative HAD superfamily hydrolase,GO:0016787,ko:K01087,"ko00500,ko01100,map00500,map01100"
EIC28115.1,H8GLB6,3.1.3.18,S,NZ_CM001475.1,chromosome,249310,249957,647,215,"haloacid dehalogenase superfamily enzyme, subfamily IA",GO:0016787,ko:K01091,"ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130"
EIC28104.1,H8GLA5,3.1.3.45,S,NZ_CM001475.1,chromosome,241230,241754,524,174,"3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family",GO:0009103; GO:0019143; GO:0046872,"ko:K03270,ko:K11719","ko00540,ko01100,map00540,map01100"
EIC27993.1,H8GKI5,3.1.3.5,S,NZ_CM001475.1,chromosome,122909,123565,656,218,putative HAD superfamily hydrolase,GO:0016787,ko:K20881,"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110"
EIC30004.1,H8GG80,3.1.3.5,S,NZ_CM001475.1,chromosome,2555395,2556348,953,317,5\\'\\'-nucleotidase,GO:0000166; GO:0000287; GO:0005737; GO:0008253; GO:0009117,ko:K01081,"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110"
EIC30358.1,H8GJJ8,3.1.3.5,S,NZ_CM001475.1,chromosome,2983884,2984642,758,252,5\\'\\'/3\\'\\'-nucleotidase SurE,GO:0000166; GO:0005737; GO:0008253; GO:0046872,ko:K03787,"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110"
EIC31254.1,H8GGX9,3.1.3.89,S,NZ_CM001475.1,chromosome,4011094,4011705,611,203,putative HD superfamily hydrolase,GO:0002953,ko:K08722,"ko00240,ko01100,map00240,map01100"
EIC29669.1,H8GP83,3.1.3.97,S,NZ_CM001475.1,chromosome,2141888,2142718,830,276,"putative metal-dependent phosphoesterase, PHP family",GO:0016787,ko:K07053,NA
EIC29272.1,H8GKV0,3.1.4.53,S,NZ_CM001475.1,chromosome,1676292,1677065,773,257,putative phosphohydrolase,GO:0000166; GO:0004115; GO:0046872,"ko:K03651,ko:K11175","ko00230,ko00670,ko01100,ko01110,ko01130,ko02025,map00230,map00670,map01100,map01110,map01130,map02025"
EIC31226.1,H8GGE6,3.1.4.55,S,NZ_CM001475.1,chromosome,3980383,3981294,911,303,coenzyme PQQ biosynthesis protein B,GO:0018189,"ko:K06136,ko:K06167","ko00440,map00440"
EIC31005.1,H8GQ65,3.13.1.6,S,NZ_CM001475.1,chromosome,3740200,3740622,422,140,putative metal-dependent protease of the PAD1/JAB1 superfamily,GO:0008233,ko:K21140,"ko04122,map04122"
EIC30620.1,H8GLU3,3.2.1.1,S,NZ_CM001475.1,chromosome,3305727,3306620,893,297,"HAD-superfamily hydrolase, subfamily IIB",GO:0016787,ko:K01176,"ko00500,ko01100,ko04973,map00500,map01100,map04973"
EIC29409.1,H8GM48,3.2.2.10,S,NZ_CM001475.1,chromosome,1836265,1837665,1400,466,putative Rossmann fold nucleotide-binding protein,NA,ko:K06966,"ko00230,ko00240,map00230,map00240"
EIC29663.1,H8GP77,3.2.2.10,S,NZ_CM001475.1,chromosome,2135819,2136766,947,315,putative Rossmann fold nucleotide-binding protein,NA,ko:K06966,"ko00230,ko00240,map00230,map00240"
EIC28900.1,H8GHA9,3.2.2.n1,S,NZ_CM001475.1,chromosome,1208373,1208963,590,196,TIGR00730 family protein,GO:0009691; GO:0016787,ko:K06966,"ko00230,ko00240,map00230,map00240"
EIC29194.1,H8GK70,3.4.-.-,S,NZ_CM001475.1,chromosome,1573850,1575307,1457,485,putative Zn-dependent protease,GO:0004222; GO:0008270; GO:0016020; GO:0042597; GO:0061077,NA,NA
EIC30830.1,H8GNS4,3.4.-.-,S,NZ_CM001475.1,chromosome,3546595,3547248,653,217,hypothetical protein Metal_3156,GO:0008233,NA,NA
EIC31408.1,H8GI96,3.4.24.40,S,NZ_CM001475.1,chromosome,4182589,4183752,1163,387,hypothetical protein Metal_3764,NA,ko:K01406,"ko01503,map01503"
EIC29404.1,H8GM43,3.5.1.29,S,NZ_CM001475.1,chromosome,1829982,1830482,500,166,putative hydrolase of the alpha/beta superfamily,GO:0016787,"ko:K07020,ko:K18614","ko00750,ko01120,map00750,map01120"
EIC28062.1,H8GKQ4,3.5.1.42,S,NZ_CM001475.1,chromosome,192537,193760,1223,407,molybdenum cofactor synthesis domain protein,NA,ko:K03742,"ko00760,map00760"
EIC28786.1,H8GGJ0,3.5.1.42,S,NZ_CM001475.1,chromosome,1083817,1084332,515,171,competence/damage-inducible protein CinA-like protein,NA,"ko:K03742,ko:K03743","ko00760,map00760"
EIC30673.1,H8GME9,3.5.1.53,S,NZ_CM001475.1,chromosome,3362125,3363015,890,296,putative amidohydrolase,GO:0006807; GO:0016787,ko:K12251,"ko00330,ko01100,map00330,map01100"
EIC29226.1,H8GKA2,3.5.1.77; 3.5.5.1,S,NZ_CM001475.1,chromosome,1616187,1616999,812,270,putative amidohydrolase,GO:0006807; GO:0016787,"ko:K01459,ko:K01501,ko:K11206","ko00380,ko00460,ko00627,ko00643,ko00910,ko01120,map00380,map00460,map00627,map00643,map00910,map01120"
EIC31173.1,H8GG93,3.5.4.27,S,NZ_CM001475.1,chromosome,3924596,3925705,1109,369,putative ATP-dependent carboligase,GO:0005524; GO:0016874; GO:0046872,"ko:K01499,ko:K06913","ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200"
EIC29770.1,H8GPZ1,3.6.1.-,S,NZ_CM001475.1,chromosome,2265995,2266882,887,295,ribosome small subunit-dependent GTPase A,GO:0003924; GO:0005525; GO:0005737; GO:0019843; GO:0042274; GO:0046872,ko:K06949,"ko00730,ko01100,map00730,map01100"
EIC29919.1,H8GR92,3.6.1.3,S,NZ_CM001475.1,chromosome,2445523,2448009,2486,828,hypothetical protein Metal_2167,NA,ko:K07132,NA
EIC29058.1,H8GIN1,3.6.1.54,S,NZ_CM001475.1,chromosome,1404237,1405031,794,264,hypothetical protein Metal_1257,NA,ko:K03269,"ko00540,ko01100,map00540,map01100"
EIC29183.1,H8GK59,3.6.1.54,S,NZ_CM001475.1,chromosome,1558802,1559518,716,238,"UDP-2,3-diacylglucosamine hydrolase",GO:0005737; GO:0008758; GO:0009245; GO:0019897; GO:0030145,ko:K03269,"ko00540,ko01100,map00540,map01100"
EIC28875.1,H8GH84,3.6.1.66; 3.6.1.9,S,NZ_CM001475.1,chromosome,1186911,1187717,806,268,MazG family protein,NA,"ko:K02428,ko:K02499,ko:K04765","ko00230,ko00240,ko00760,ko00770,ko01100,map00230,map00240,map00760,map00770,map01100"
EIC29145.1,H8GJF5,3.6.3.25,S,NZ_CM001475.1,chromosome,1515753,1517420,1667,555,"ATP-binding cassette protein, ChvD family",GO:0005524; GO:0016887; GO:0045900,ko:K06020,NA
EIC31393.1,H8GHS5,3.6.5.-,S,NZ_CM001475.1,chromosome,4165791,4166828,1037,345,Obg family GTPase CgtA,GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0042254,ko:K03979,NA
EIC28161.1,H8GLW5,4.1.1.38,S,NZ_CM001475.1,chromosome,305960,309514,3554,1184,hypothetical protein Metal_0299,NA,ko:K20370,"ko00620,ko01100,map00620,map01100"
EIC29284.1,H8GKW2,4.2.1.147,S,NZ_CM001475.1,chromosome,1691679,1692212,533,177,formaldehyde-activating enzyme,GO:0016051; GO:0016840,ko:K10713,"ko00680,ko01120,ko01200,map00680,map01120,map01200"
EIC31169.1,H8GG89,4.2.1.147,S,NZ_CM001475.1,chromosome,3921224,3921733,509,169,formaldehyde-activating enzyme,GO:0016051; GO:0016840,ko:K10713,"ko00680,ko01120,ko01200,map00680,map01120,map01200"
EIC29394.1,H8GM33,4.2.2.-,S,NZ_CM001475.1,chromosome,1821708,1822706,998,332,"conserved hypothetical protein, YceG family",GO:0005887; GO:0008932; GO:0009252; GO:0016829; GO:0071555,ko:K07082,NA
EIC29466.1,H8GMR4,4.3.1.27,S,NZ_CM001475.1,chromosome,1910807,1911205,398,132,hypothetical protein Metal_1696,GO:0061929,ko:K20757,NA
EIC30241.1,H8GIQ1,4.3.2.2,S,NZ_CM001475.1,chromosome,2867121,2867744,623,207,uncharacterized protein involved in purine metabolism,GO:0005737; GO:0005886,"ko:K01756,ko:K07153","ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130"
EIC30952.1,H8GQ12,4.6.1.1,S,NZ_CM001475.1,chromosome,3697983,3698462,479,159,hypothetical protein Metal_3284,NA,ko:K01768,"ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213"
EIC31168.1,H8GG88,5.3.1.16,S,NZ_CM001475.1,chromosome,3920479,3921162,683,227,hisA/hisF family protein,GO:0000105; GO:0003824,ko:K01814,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230"
EIC29883.1,H8GR56,5.3.1.32,S,NZ_CM001475.1,chromosome,2391344,2391640,296,98,hypothetical protein Metal_2129,NA,ko:K11530,"ko02024,map02024"
EIC30834.1,H8GNS8,5.3.3.17,S,NZ_CM001475.1,chromosome,3549753,3550664,911,303,phenazine biosynthesis protein PhzF family,GO:0003824; GO:0009058,ko:K06998,"ko00405,ko01130,ko02024,map00405,map01130,map02024"
EIC28311.1,H8GN82,6.3.2.6,S,NZ_CM001475.1,chromosome,510463,511518,1055,351,putative permease,GO:0016021,ko:K01923,"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130"
EIC31167.1,H8GG87,6.3.4.24,S,NZ_CM001475.1,chromosome,3919360,3920358,998,332,putative ATP-utilizing enzyme (ATP-grasp superfamily),GO:0005524; GO:0046872,ko:K06914,"ko00680,map00680"
EIC29692.1,H8GPA6,6.3.5.5,S,NZ_CM001475.1,chromosome,2171894,2173171,1277,425,carbamoylphosphate synthase large subunit,GO:0005524; GO:0046872,ko:K01955,"ko00240,ko00250,ko01100,map00240,map00250,map01100"
EIC31570.1,H8GJP1,6.5.1.-,S,NZ_CM001475.1,chromosome,4378383,4379813,1430,476,hypothetical protein Metal_3934,GO:0006396; GO:0008452; GO:0046872,ko:K14415,NA
EIC28548.1,H8GQ89,6.5.1.3,S,NZ_CM001475.1,chromosome,814228,815448,1220,406,hypothetical protein Metal_0713,GO:0006396; GO:0008452; GO:0046872,ko:K14415,NA
EIC28488.1,H8GPM6,6.6.1.2,S,NZ_CM001475.1,chromosome,757527,758468,941,313,MoxR-like ATPase,GO:0005524; GO:0016887,ko:K09882,"ko00860,ko01100,map00860,map01100"
EIC27831.1,H8GRI9,,S,NZ_CM001476.1,plasmid,2471,2974,503,167,hypothetical protein Metal_4000 (plasmid),NA,NA,NA
EIC27833.1,H8GRJ1,,S,NZ_CM001476.1,plasmid,3868,4719,851,283,protein of unknown function (DUF932) (plasmid),NA,NA,NA
EIC27837.1,H8GRJ5,,S,NZ_CM001476.1,plasmid,7184,7813,629,209,putative aspartyl protease (plasmid),GO:0004190,ko:K06985,"ko04112,map04112"
EIC27862.1,H8GRM0,,S,NZ_CM001476.1,plasmid,39677,40786,1109,369,putative membrane-bound metal-dependent hydrolase (plasmid),GO:0016021; GO:0016787,ko:K07038,NA
EIC27873.1,H8GJ56,,S,NZ_CM001475.1,chromosome,8,244,236,78,conserved hypothetical protein YidD,GO:0005886,ko:K08998,NA
EIC27891.1,H8GGH6,,S,NZ_CM001475.1,chromosome,21591,23225,1634,544,transposase,NA,ko:K07484,NA
EIC27895.1,H8GJ78,,S,NZ_CM001475.1,chromosome,26758,27522,764,254,hypothetical protein Metal_0024,NA,NA,NA
EIC27899.1,H8GJ82,,S,NZ_CM001475.1,chromosome,30317,30619,302,100,plasmid stability protein,GO:0006355,ko:K21495,NA
EIC27903.1,H8GJU4,,S,NZ_CM001475.1,chromosome,35134,35748,614,204,hypothetical protein Metal_0033,NA,NA,NA
EIC27906.1,H8GJU7,,S,NZ_CM001475.1,chromosome,37827,38324,497,165,Protein of unknown function (DUF2380),NA,NA,NA
EIC27907.1,H8GJU8,,S,NZ_CM001475.1,chromosome,38348,38779,431,143,hypothetical protein Metal_0037,NA,NA,NA
EIC27910.1,H8GJV1,,S,NZ_CM001475.1,chromosome,41299,41880,581,193,hypothetical protein Metal_0040,GO:0016021,NA,NA
EIC27925.1,H8GJW6,,S,NZ_CM001475.1,chromosome,55052,55246,194,64,Putative metal-binding domain of cation transport ATPase,NA,NA,NA
EIC27927.1,H8GJW8,,S,NZ_CM001475.1,chromosome,56465,57118,653,217,Protein of unknown function (DUF3426),GO:0016021,NA,NA
EIC27935.1,H8GJX6,,S,NZ_CM001475.1,chromosome,63819,64265,446,148,protein affecting phage T7 exclusion by the F plasmid,GO:0016021,ko:K07113,NA
EIC27936.1,H8GJX7,,S,NZ_CM001475.1,chromosome,64365,64604,239,79,Protein of unknown function (DUF2892),GO:0016021,NA,NA
EIC27944.1,H8GJY5,,S,NZ_CM001475.1,chromosome,71757,72371,614,204,hypothetical protein Metal_0074,NA,NA,NA
EIC27964.1,H8GK05,,S,NZ_CM001475.1,chromosome,94705,94980,275,91,hypothetical protein Metal_0095,GO:0003677; GO:0006355; GO:0046872,ko:K21600,NA
EIC27965.1,H8GK06,,S,NZ_CM001475.1,chromosome,95240,96217,977,325,"putative GTPase, G3E family",NA,NA,NA
EIC27966.1,H8GK07,,S,NZ_CM001475.1,chromosome,96293,97294,1001,333,"putative GTPase, G3E family",NA,NA,NA
EIC27972.1,H8GK13,,S,NZ_CM001475.1,chromosome,102440,103156,716,238,Protein of unknown function (DUF1826),NA,NA,NA
EIC27975.1,H8GK16,,S,NZ_CM001475.1,chromosome,104175,105398,1223,407,"putative GTPase, G3E family",NA,NA,NA
EIC27981.1,H8GK22,,S,NZ_CM001475.1,chromosome,111162,111359,197,65,hypothetical protein Metal_0112,NA,NA,NA
EIC27983.1,H8GKH5,,S,NZ_CM001475.1,chromosome,112191,112769,578,192,hypothetical protein Metal_0114,NA,NA,NA
EIC27985.1,H8GKH7,,S,NZ_CM001475.1,chromosome,114523,115515,992,330,MoxR-like ATPase,GO:0005524; GO:0016887,ko:K03924,NA
EIC27986.1,H8GKH8,,S,NZ_CM001475.1,chromosome,115516,116454,938,312,hypothetical protein Metal_0117,NA,NA,NA
EIC27987.1,H8GKH9,,S,NZ_CM001475.1,chromosome,116455,116931,476,158,hypothetical protein Metal_0118,GO:0016021,NA,NA
EIC27988.1,H8GKI0,,S,NZ_CM001475.1,chromosome,116928,117908,980,326,Mg-chelatase subunit ChlD,GO:0016021,ko:K07114,NA
EIC27989.1,H8GKI1,,S,NZ_CM001475.1,chromosome,117905,119728,1823,607,"tetratricopeptide repeat protein,von Willebrand factor type A-like protein",GO:0016021,ko:K07114,NA
EIC27991.1,H8GKI3,,S,NZ_CM001475.1,chromosome,120618,122312,1694,564,hypothetical protein Metal_0122,GO:0016021,NA,NA
EIC28018.1,H8GKL0,,S,NZ_CM001475.1,chromosome,152697,153137,440,146,"phage virion morphogenesis protein, putative tail completion",NA,NA,NA
EIC28029.1,H8GKM1,,S,NZ_CM001475.1,chromosome,162703,163881,1178,392,DGQHR domain-containing protein,NA,NA,NA
EIC28032.1,H8GKM4,,S,NZ_CM001475.1,chromosome,165616,166371,755,251,hypothetical protein Metal_0165,NA,ko:K09929,NA
EIC28033.1,H8GKM5,,S,NZ_CM001475.1,chromosome,166378,167226,848,282,hypothetical protein Metal_0166,NA,ko:K09930,NA
EIC28040.1,H8GKN2,,S,NZ_CM001475.1,chromosome,172962,173843,881,293,"metal-dependent hydrolase, beta-lactamase superfamily I",GO:0016787,NA,NA
EIC28045.1,H8GKN7,,S,NZ_CM001475.1,chromosome,177431,178333,902,300,MoxR-like ATPase,GO:0005524; GO:0016887,ko:K03924,NA
EIC28046.1,H8GKN8,,S,NZ_CM001475.1,chromosome,178333,179289,956,318,hypothetical protein Metal_0179,GO:0016021,NA,NA
EIC28049.1,H8GKP1,,S,NZ_CM001475.1,chromosome,182450,183178,728,242,Protein of unknown function (DUF1538),GO:0016021,NA,NA
EIC28050.1,H8GKP2,,S,NZ_CM001475.1,chromosome,183175,183954,779,259,Protein of unknown function (DUF1538),GO:0016021,NA,NA
EIC28053.1,H8GKP5,,S,NZ_CM001475.1,chromosome,184807,185235,428,142,putative membrane protein,GO:0016021,NA,NA
EIC28056.1,H8GKP8,,S,NZ_CM001475.1,chromosome,186455,188347,1892,630,ATPase component of ABC transporters with duplicated ATPase domain,GO:0003677; GO:0005524; GO:0016887,ko:K06158,NA
EIC28059.1,H8GKQ1,,S,NZ_CM001475.1,chromosome,190571,191029,458,152,hypothetical protein Metal_0192,GO:0016021,NA,NA
EIC28061.1,H8GKQ3,,S,NZ_CM001475.1,chromosome,191591,192517,926,308,putative permease,GO:0016021; GO:0055085,ko:K07088,NA
EIC28063.1,H8GL64,,S,NZ_CM001475.1,chromosome,193763,195658,1895,631,ATPase component of ABC transporters with duplicated ATPase domain,GO:0003677; GO:0004832; GO:0005524; GO:0005737; GO:0006438; GO:0016887,ko:K15738,NA
EIC28070.1,H8GL71,,S,NZ_CM001475.1,chromosome,202351,203109,758,252,Protein of unknown function (DUF2490),NA,NA,NA
EIC28074.1,H8GL75,,S,NZ_CM001475.1,chromosome,205962,207254,1292,430,putative membrane protein,GO:0016021,NA,NA
EIC28075.1,H8GL76,,S,NZ_CM001475.1,chromosome,207671,208612,941,313,YfdX protein,NA,NA,NA
